pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,close_dt,date
LINK/USDT:USDT,1999.8627,1999.8627,114.18,2025-10-22 15:00:00+00:00,2025-10-22 21:30:00+00:00,17.515,16.899,0.0005,0.0005,390,-0.036061438821173374,-72.15398537,exit_long,0.0,-1.0,0.0,-1.0,16.691,17.59,False,long,1.0,False,1761145200000,1761168600000,"[{'amount': 114.18, 'safe_price': 17.515, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761145200000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.8626313500001}, {'amount': 114.18, 'safe_price': 16.899, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761168600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_long', 'cost': 1930.4925839100001}]",0.14558989038,2,2025-10-22 21:30:00+00:00,2025-10-22 21:30:00+00:00
LINK/USDT:USDT,1999.99665,1999.99665,118.35,2025-10-22 21:30:00+00:00,2025-10-22 23:15:00+00:00,16.899,17.098,0.0005,0.0005,105,-0.012788126707756057,-25.56342247,exit_short,33.798,-1.0,33.798,-1.0,16.874,17.214,False,short,1.0,True,1761168600000,1761174900000,"[{'amount': 118.35, 'safe_price': 16.899, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761168600000, 'ft_is_entry': True, 'ft_order_tag': 'short', 'cost': 2000.996648325}, {'amount': 118.35, 'safe_price': 17.098, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761174900000, 'ft_is_entry': False, 'ft_order_tag': 'exit_short', 'cost': 2024.5600741499995}]",0.0,2,2025-10-22 23:15:00+00:00,2025-10-22 23:15:00+00:00
SOL/USDT:USDT,1998.666,1998.666,11.1,2025-10-22 21:00:00+00:00,2025-10-23 00:00:00+00:00,180.06,180.0,0.0005,0.0005,180,-0.0013002589968888559,-2.60008284,exit_long,0.0,-1.0,0.0,-1.0,176.85,180.4,False,long,1.0,False,1761166800000,1761177600000,"[{'amount': 11.1, 'safe_price': 180.06, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761166800000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 1999.665333}, {'amount': 11.1, 'safe_price': 180.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761177600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_long', 'cost': 1998.9989999999998}]",0.06425015626760833,3,2025-10-23 00:00:00+00:00,2025-10-23 00:00:00+00:00
SOL/USDT:USDT,1999.8,1999.8,11.11,2025-10-23 00:00:00+00:00,2025-10-23 01:45:00+00:00,180.0,181.8,0.0005,0.0005,105,-0.011042678575011077,-22.07210704,exit_short,360.0,-1.0,360.0,-1.0,179.54,181.95,False,short,1.0,True,1761177600000,1761183900000,"[{'amount': 11.11, 'safe_price': 180.0, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761177600000, 'ft_is_entry': True, 'ft_order_tag': 'short', 'cost': 2000.7998999999998}, {'amount': 11.11, 'safe_price': 181.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761183900000, 'ft_is_entry': False, 'ft_order_tag': 'exit_short', 'cost': 2020.807899}]",-0.06430803929127284,3,2025-10-23 01:45:00+00:00,2025-10-23 01:45:00+00:00
LINK/USDT:USDT,1999.95306,1999.95306,116.97,2025-10-22 23:15:00+00:00,2025-10-23 02:15:00+00:00,17.098,17.338644000000002,0.0005,0.0005,180,0.01296031802674005,25.93298771,trailing_stop_loss,17.338644000000002,-1.0,17.338644000000002,-0.001,17.094,17.356,False,long,1.0,False,1761174900000,1761185700000,"[{'amount': 116.97, 'safe_price': 17.098, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761174900000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.9530365299997}, {'amount': 116.97, 'safe_price': 17.338644000000002, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761185700000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2029.11523927434}]",-0.20111384893655998,3,2025-10-23 02:15:00+00:00,2025-10-23 02:15:00+00:00
SOL/USDT:USDT,1999.8,1999.8,11.0,2025-10-23 01:45:00+00:00,2025-10-23 05:00:00+00:00,181.8,184.34547,0.0005,0.0005,195,0.012987990413234228,25.98636992,trailing_stop_loss,184.34547,-1.0,184.34547,-0.001,181.31,184.53,False,long,1.0,False,1761183900000,1761195600000,"[{'amount': 11.0, 'safe_price': 181.8, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761183900000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.7999}, {'amount': 11.0, 'safe_price': 184.34547, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761195600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2028.814070085}]",0.0,3,2025-10-23 05:00:00+00:00,2025-10-23 05:00:00+00:00
BNB/USDT:USDT,1999.6465,1999.6465,1.85,2025-10-23 02:15:00+00:00,2025-10-23 06:00:00+00:00,1080.89,1099.899,0.0005,0.0005,225,0.016569355505149753,33.14942017,trailing_stop_loss,1099.899,-1.0,1099.899,-0.001,1080.65,1101.0,False,long,1.0,False,1761185700000,1761199200000,"[{'amount': 1.85, 'safe_price': 1080.89, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761185700000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.6463232500003}, {'amount': 1.85, 'safe_price': 1099.899, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761199200000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2035.830556575}]",0.0,3,2025-10-23 06:00:00+00:00,2025-10-23 06:00:00+00:00
ETH/USDT:USDT,1998.19983,1998.19983,0.517,2025-10-22 05:15:00+00:00,2025-10-23 06:15:00+00:00,3864.99,3868.85692346173,0.0005,0.0005,1500,-5.087567749164633e-05,-0.1017106,roi,0.0,-1.0,0.0,-1.0,3706.31,3888.88,False,long,1.0,False,1761110100000,1761200100000,"[{'amount': 0.517, 'safe_price': 3864.99, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761110100000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 1999.198929915}, {'amount': 0.517, 'safe_price': 3868.85692346173, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761200100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 2001.199128944429}]",-0.1017106038673768,3,2025-10-23 06:15:00+00:00,2025-10-23 06:15:00+00:00
LINK/USDT:USDT,1999.9956,1999.9956,115.6,2025-10-23 05:00:00+00:00,2025-10-23 06:15:00+00:00,17.301,17.603379,0.0005,0.0005,75,0.016460575588578635,32.93753929,trailing_stop_loss,17.603379,-1.0,17.603379,-0.001,17.288,17.621,False,long,1.0,False,1761195600000,1761200100000,"[{'amount': 115.6, 'safe_price': 17.301, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761195600000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.9955977999996}, {'amount': 115.6, 'safe_price': 17.603379, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761200100000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2035.9680877061999}]",0.0,3,2025-10-23 06:15:00+00:00,2025-10-23 06:15:00+00:00
SOL/USDT:USDT,1998.6704,1998.6704,10.82,2025-10-23 06:00:00+00:00,2025-10-23 06:45:00+00:00,184.72,187.3125,0.0005,0.0005,45,0.013021227311516895,26.03815417,trailing_stop_loss,187.3125,-1.0,187.3125,-0.001,184.43,187.5,False,long,1.0,False,1761199200000,1761201900000,"[{'amount': 10.82, 'safe_price': 184.72, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761199200000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 1999.6697351999999}, {'amount': 10.82, 'safe_price': 187.3125, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761201900000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2027.734610625}]",0.0,3,2025-10-23 06:45:00+00:00,2025-10-23 06:45:00+00:00
BNB/USDT:USDT,1992.0136,1992.0136,1.81,2025-10-23 06:15:00+00:00,2025-10-23 08:00:00+00:00,1100.56,1120.83804,0.0005,0.0005,105,0.017407285469989937,34.69288717,trailing_stop_loss,1120.83804,-1.0,1120.83804,-0.001,1099.73,1121.96,False,long,1.0,False,1761200100000,1761206400000,"[{'amount': 1.81, 'safe_price': 1100.56, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761200100000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 1993.0096067999998}, {'amount': 1.81, 'safe_price': 1120.83804, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761206400000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2029.7312108262001}]",0.0,3,2025-10-23 08:00:00+00:00,2025-10-23 08:00:00+00:00
SOL/USDT:USDT,1999.6647,1999.6647,10.67,2025-10-23 08:00:00+00:00,2025-10-23 13:15:00+00:00,187.41,190.23957000000001,0.0005,0.0005,315,0.014076859970581565,28.16307447,trailing_stop_loss,190.23957000000001,-1.0,190.23957000000001,-0.001,186.5,190.43,False,long,1.0,False,1761206400000,1761225300000,"[{'amount': 10.67, 'safe_price': 187.41, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761206400000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.66453235}, {'amount': 10.67, 'safe_price': 190.23957000000001, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761225300000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2030.8711400059499}]",-0.013676976720000001,3,2025-10-23 13:15:00+00:00,2025-10-23 13:15:00+00:00
BNB/USDT:USDT,1996.0176,1996.0176,1.83,2025-10-23 13:15:00+00:00,2025-10-23 15:15:00+00:00,1090.72,1135.08,0.0005,0.0005,120,-0.041711573844719046,-83.215407,exit_short,2181.44,-1.0,2181.44,-1.0,1076.37,1146.39,False,short,1.0,True,1761225300000,1761232500000,"[{'amount': 1.83, 'safe_price': 1090.72, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761225300000, 'ft_is_entry': True, 'ft_order_tag': 'short', 'cost': 1997.0156088}, {'amount': 1.83, 'safe_price': 1135.08, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761232500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_short', 'cost': 2078.2349981999996}]",0.0,3,2025-10-23 15:15:00+00:00,2025-10-23 15:15:00+00:00
BNB/USDT:USDT,1997.7408,1997.7408,1.76,2025-10-23 15:15:00+00:00,2025-10-23 15:30:00+00:00,1135.08,1138.2,0.0005,0.0005,15,0.001746457355950421,3.4907136,exit_long,1158.68016,-1.0,1158.68016,-0.001,1117.78,1159.84,False,long,1.0,False,1761232500000,1761233400000,"[{'amount': 1.76, 'safe_price': 1135.08, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761232500000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 1998.7396703999998}, {'amount': 1.76, 'safe_price': 1138.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761233400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_long', 'cost': 2004.233616}]",0.0,3,2025-10-23 15:30:00+00:00,2025-10-23 15:30:00+00:00
BNB/USDT:USDT,1991.85,1991.85,1.75,2025-10-23 15:30:00+00:00,2025-10-23 15:45:00+00:00,1138.2,1133.9,0.0005,0.0005,15,0.002781174456495512,5.5369125,exit_short,2276.4,-1.0,2276.4,-1.0,1128.58,1159.84,False,short,1.0,True,1761233400000,1761234300000,"[{'amount': 1.75, 'safe_price': 1138.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761233400000, 'ft_is_entry': True, 'ft_order_tag': 'short', 'cost': 1992.845925}, {'amount': 1.75, 'safe_price': 1133.9, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761234300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_short', 'cost': 1985.3171625000002}]",0.0,3,2025-10-23 15:45:00+00:00,2025-10-23 15:45:00+00:00
ETH/USDT:USDT,1997.1082,1997.1082,0.515,2025-10-23 06:45:00+00:00,2025-10-23 16:45:00+00:00,3877.88,3881.759819909955,0.0005,0.0005,600,-9.351437285149608e-05,-0.1868517,roi,0.0,-1.0,0.0,-1.0,3807.01,3933.4,False,long,1.0,False,1761201900000,1761237900000,"[{'amount': 0.515, 'safe_price': 3877.88, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761201900000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 1998.1067541}, {'amount': 0.515, 'safe_price': 3881.759819909955, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761237900000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 2000.1058604072534}]",-0.18685169774233235,3,2025-10-23 16:45:00+00:00,2025-10-23 16:45:00+00:00
BNB/USDT:USDT,1995.664,1995.664,1.76,2025-10-23 15:45:00+00:00,2025-10-23 20:30:00+00:00,1133.9,1114.59,0.0005,0.0005,285,-0.018012199473946774,-35.9642712,exit_long,0.0,-1.0,0.0,-1.0,1104.41,1142.8,False,long,1.0,False,1761234300000,1761251400000,"[{'amount': 1.76, 'safe_price': 1133.9, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761234300000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 1996.661832}, {'amount': 1.76, 'safe_price': 1114.59, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761251400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_long', 'cost': 1962.6592391999998}]",0.0,3,2025-10-23 20:30:00+00:00,2025-10-23 20:30:00+00:00
SOL/USDT:USDT,1999.952,1999.952,10.46,2025-10-23 16:45:00+00:00,2025-10-23 21:00:00+00:00,191.2,188.75,0.0005,0.0005,255,-0.013800500377426349,-27.6141385,exit_long,0.0,-1.0,0.0,-1.0,188.2,193.44,False,long,1.0,False,1761237900000,1761253200000,"[{'amount': 10.46, 'safe_price': 191.2, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761237900000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.9519759999998}, {'amount': 10.46, 'safe_price': 188.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761253200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_long', 'cost': 1975.3121625}]",0.0,3,2025-10-23 21:00:00+00:00,2025-10-23 21:00:00+00:00
SOL/USDT:USDT,1998.8625,1998.8625,10.59,2025-10-23 21:00:00+00:00,2025-10-23 22:45:00+00:00,188.75,190.03,0.0005,0.0005,105,-0.007788742053145779,-15.5608401,exit_short,377.5,-1.0,377.5,-1.0,188.44,190.54,False,short,1.0,True,1761253200000,1761259500000,"[{'amount': 10.59, 'safe_price': 188.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761253200000, 'ft_is_entry': True, 'ft_order_tag': 'short', 'cost': 1999.8619312499998}, {'amount': 10.59, 'safe_price': 190.03, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761259500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_short', 'cost': 2013.4239088499999}]",0.0,3,2025-10-23 22:45:00+00:00,2025-10-23 22:45:00+00:00
BNB/USDT:USDT,1995.1161,1995.1161,1.79,2025-10-23 20:30:00+00:00,2025-10-23 23:30:00+00:00,1114.59,1121.35,0.0005,0.0005,180,-0.007071578746873504,-14.1015663,exit_short,2229.18,-1.0,2229.18,-1.0,1110.0,1127.99,False,short,1.0,True,1761251400000,1761262200000,"[{'amount': 1.79, 'safe_price': 1114.59, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761251400000, 'ft_is_entry': True, 'ft_order_tag': 'short', 'cost': 1996.11365805}, {'amount': 1.79, 'safe_price': 1121.35, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761262200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_short', 'cost': 2008.2201082499996}]",0.0,3,2025-10-23 23:30:00+00:00,2025-10-23 23:30:00+00:00
SOL/USDT:USDT,1999.1156,1999.1156,10.52,2025-10-23 22:45:00+00:00,2025-10-24 00:45:00+00:00,190.03,193.806,0.0005,0.0005,120,0.018750583662018386,37.5033266,trailing_stop_loss,193.806,-1.0,193.806,-0.001,189.82,194.0,False,long,1.0,False,1761259500000,1761266700000,"[{'amount': 10.52, 'safe_price': 190.03, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761259500000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.1151577999997}, {'amount': 10.52, 'safe_price': 193.806, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761266700000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2039.85853956}]",-0.20121604,4,2025-10-24 00:45:00+00:00,2025-10-24 00:45:00+00:00
BNB/USDT:USDT,1996.003,1996.003,1.78,2025-10-23 23:30:00+00:00,2025-10-24 01:00:00+00:00,1121.35,1138.37049,0.0005,0.0005,90,0.014366406170277526,28.68972751,trailing_stop_loss,1138.37049,-1.0,1138.37049,-0.001,1120.19,1139.51,False,long,1.0,False,1761262200000,1761267600000,"[{'amount': 1.78, 'safe_price': 1121.35, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761262200000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 1997.0010014999998}, {'amount': 1.78, 'safe_price': 1138.37049, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761267600000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2027.3126219361}]",0.4044065413495055,4,2025-10-24 01:00:00+00:00,2025-10-24 01:00:00+00:00
ETH/USDT:USDT,1999.70274,1999.70274,0.518,2025-10-24 00:45:00+00:00,2025-10-24 04:15:00+00:00,3860.43,3915.3807,0.0005,0.0005,210,0.013220619468427714,26.45052763,trailing_stop_loss,3915.3807,-1.0,3915.3807,-0.001,3856.0,3919.3,False,long,1.0,False,1761266700000,1761279300000,"[{'amount': 0.518, 'safe_price': 3860.43, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761266700000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.70259137}, {'amount': 0.518, 'safe_price': 3915.3807, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761279300000, 'ft_is_entry': False, 'ft_order_tag': 'trailing_stop_loss', 'cost': 2029.1812862013}]",0.0,4,2025-10-24 04:15:00+00:00,2025-10-24 04:15:00+00:00
BNB/USDT:USDT,1999.624,1999.624,1.76,2025-10-24 04:15:00+00:00,2025-10-24 08:45:00+00:00,1136.15,1128.36,0.0005,0.0005,270,-0.007815651786313937,-15.63617907,exit_long,0.0,-1.0,0.0,-1.0,1120.68,1143.92,False,long,1.0,False,1761279300000,1761295500000,"[{'amount': 1.76, 'safe_price': 1136.15, 'ft_order_side': 'buy', 'order_filled_timestamp': 1761279300000, 'ft_is_entry': True, 'ft_order_tag': 'long', 'cost': 2000.623812}, {'amount': 1.76, 'safe_price': 1128.36, 'ft_order_side': 'sell', 'order_filled_timestamp': 1761295500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_long', 'cost': 1986.9065567999999}]",0.06698972510909061,4,2025-10-24 08:45:00+00:00,2025-10-24 08:45:00+00:00
